tweet,check-worthy
BREAKING: Trump Is Stalling the release of a US Intel Report that warns that the U.S. is NOT ready for a global pandemic. The report was written before COVID19 hit the US. Trump knew we weren’t ready and he hid it! THIS IS HUGE!,1
COVID19 is NOT part of a conspiracy to hurt the President. It is a real threat that will disrupt our economy &amp; our daily lives. But at a time when we need people to believe truth the media is undermining its credibility with many by covering this as a partisan political issue.,0
I have 18 Rolls of luxury loo paper and 10 bottles of Clarisen hand sanitizer - looking to swap for a 3 bed house in Chelsea! #coronavirus #panicbuyinguk https://t.co/LXZ54tjOsP,0
LDTPoll Should the Coronavirus be called COVID-19 or the Wuhan virus? #AmericaFirst #KAG2020 #Dobbs,0
"As of March 9, 78 state and local public health labs across 50 states now have the capacity to test up to 75,000 people for COVID19. State/local public health staff determine which specimens should be tested. See updated interim testing guidance: https://t.co/tLIlhG9oGS.",1
I am now convinced that us natives need to calm down 😂 #CoronavirusOutbreak https://t.co/Ek0dEMolUY,0
"This afternoon we learned that three Ohioans have tested positive for COVID19. It's important for us to take aggressive action to protect Ohioans, and therefore, I have declared a state of emergency in #Ohio.",0
"South Korea may be turning a corner in fight against COVID19; but perhaps no other country with epidemic spread has been as effective as South Korea at broad based testing and mitigation, backed by great healthcare. The U.S. should heed lessons now from the steps they’ve taken. https://t.co/aV8Y3VFdJc",1
"3/ I will therefore try to convey to people far from our reality what we are living in Bergamo in these days of Covid-19 pandemic. I understand the need not to create panic, but when the message of the dangerousness of what is happening does not reach people I shudder.",0
Due to the corona virus I will not be passing my blunt,0
"Yall got us fucked up!! Keep that shit in SF why bring that shit to Oakland. At this point yall want us dead, environmental racism is so fucking real. No one is thinking about OUR community health, just keep further oppressing low income poc right. https://t.co/QkPTE7OznW",0
JUST IN: President Duterte announces 4 new cases of COVID19; PH total now at 24 https://t.co/arH9a9imqC,0
"Just a few days after Juergen Klopp refused to answer questions on covid19 because he is not an expert, we have this view from an eminent virologist ... (is that right?) https://t.co/L8Qw9zA5eO",0
Reaction from various teams after hearing  IPL may get cancelled due to CoronaVirus https://t.co/97NUIGKtRm,0
"Looks like Brexit could mean that the UK gets any COVID19 vaccine later than other countries, &amp; for more money, due to us being out of the EU’s joint procurement of medical countermeasures. I'm not sure this divergence thing is all it's cracked up to be. https://t.co/BoACp9PX8k",1
"Quite something to hear UK broadcasters describing the Lombardy crisis as so dire that patients are being treated in hospital corridors. This, of course, is an NHS norm - irrespective of COVID19. The inevitable consequence of a decade of deliberate underfunding. And so wrong 😔",1
#Coronavirus: Meet India’s Imran Shaikh arrested for selling used masks from foreign countries https://t.co/GMMfd5FPUs,1
"Coronavirus latest: -Cases surpass 117,000 worldwide; deaths exceed 4,200 -China reports just 24 new cases -Italy infections over 10,000, cases in the U.S. near 1,000 -Canada's PM Justin Trudeau to announce financial measures https://t.co/ZfcQ1tRcXe",0
"This is an amazing example of preparedness for COVID19 and keeping the populations safe! Great job, #Rwanda! #coronavirus https://t.co/Sp1nKtHdJP",0
JUST IN: Three TSA officers at #SanJose Int’l Airport have tested positive for #coronavirus. TSA: “all TSA employees they have come in contact with (them) over the past 14 days are quarantined at home.” #SJC #airtravel. Full statement: https://t.co/jj7JKlRYBP,1
I call it the Wuhan Virus. I'm Chinese. I must be suffering from a serious case of internalized racism. https://t.co/Ml7UDKdbNR,0
The Philippines sees a sudden jump in the number of coronavirus cases to 20. Health Assistant Secretary Maria Rosario Vergeire attributes the spike in new cases to better surveillance of COVID-19 by the Health Department. https://t.co/0sY7pwIGTb https://t.co/dsR7J2lhLQ,1
"So coronavirus, or COVID-19, takes over the headlines right after Kobe passes away. If you translate COVID into Hebrew it becomes KOBE. Kobe was also buried in Corona del Mar cemetery. Either we’re in a simulation or the universe loves coincidences. https://t.co/cuqsZfRNvr",0
"Thoughts on COVID19 after a busy telehealth shift: 1. Vast majority of folks very low risk, mostly want to know if they need to change their behavior. The answer is YES. We will all have to change our habits- if we haven't already- to mitigate spread of disease. 1/x thread",0
"*Corona virus spreads to New York* Columbia: we MUST protect these thriving young minds, schools CANCELLLED CUNY’s and SUNY’s: HAHA BITCH U GONE DIE🤪🤪😌",0
"You could make nearly $4,600 by volunteering to be infected with Coronavirus: https://t.co/rVwPyHSV0k https://t.co/LxBtQY9Tn1",1
"COVID2019 can be carried by anyone: a US citizen, a Japanese tourist, an undocumented youth, or a Member of Congress. Coronavirus doesn’t care about your party, gender or religion. It is not Chinese, it’s a virus. Below are some myth busters from WHO. https://t.co/L3U7PVwbHk",0
Protect yourself with these measures. Spread the message not the virus. @roinnslainte @HSELive #COVID19 Please retweet. https://t.co/DyboywsNHS,0
first relief I've felt on the US COVID-19 response is the CDC posting this picture from their emergency operations center showing there is at least one lesbian with a keychain neck lanyard that jangles when she walks on the job https://t.co/IZhZLbCGH4,0
"With recorded COVID-19 cases (outside china) so eerily matching an exponential, I couldn't resist making a primer on exponential/logistic growth. At least 3 counterintuitive things about this kind of growth seem worth putting into the discussion. https://t.co/UNqvsybiAL",0
"‼️For weeks, thousands of samples sat in #Seattle as researchers sought to test them for #coronavirus, but @CDCgov wouldn’t allow it. “We felt like we were sitting, waiting for the #pandemic to emerge. We could help. We couldn’t do anything.”🤬 https://t.co/IGrPKPgWkU",1
"Coronavirus -Oil prices crash, Asian markets tumble after virus grips about half of the world -Death toll crosses 3,800 -China 2020 car sales set to fall -New infections rate slowing, South Korea health minister says -Italy outpaces South Korea in cases https://t.co/Vj9s1dUgng",1
WOAH! Austria is closing its border with Italy. This is huge. The corona virus has managed to bring down the EU open borders project. Looks like staying safe is more important than globalism after all.,1
"UNBELIEVEABLE - Johnson seriously suggests on TV to let #coronavirus run unhampered thru UK population. Johnson proposes to let us ""take it on the chin"" &amp; ""allow the disease to move through the population"". In other words... do nothing &amp; accept death rates &gt;10% for elderly. https://t.co/FmBNUL2oRB",1
"After months of spreading, COVID-19 has killed 3,663 people, the majority of whom have been very old with pre-existing conditions. There are many worse diseases killing many more every day that we just ""co-exist with"" and accept. WHY must we shut down the planet over THIS one?",1
"EXO's fanclub EXO-L collected 12,810,000 won in just 5 days and donated 12,480,000 won (since EXO debuted on April 8, 2012) and 330,000 won respectively to Hope Bridge for COVID-19 prevention Source: https://t.co/yglWwkzP7n https://t.co/IqV6hCpnxA",1
"Epidemiologists, is this correct? Is Boris Johnson’s non-intervention strategy going to literally kill us? https://t.co/E84dRsWetw",0
"Jakarta finally has a coronavirus data website: https://t.co/9j02L5dLfb , according to which 64 people in the capital metro region currently being monitored",0
Soap kills COVID-19 - the molecular chemistry of why: it breaks down the lipid (fat) layer and breaks the virus apart. Soap kills Coronavirus. https://t.co/6BluCDwpdC,1
"COVID-19 management is a failure at the national level, but please do know that state, local, &amp; institutional officials are working their tails off right now. At my shop, it's a 24/7 operation, with a command central, updates multiple times/ day &amp; tremendously adaptive protocols.",0
UP-developed COVID-19 testing kit is 6 times cheaper than foreign counterparts https://t.co/rzfj014eQV,1
"I went around the urban railways today amid Code Red #covid19 in PH. I realized no matter how Filipinos would want to practice ‘social distancing’ to avoid covid2019, workers do not have other options. https://t.co/rha4E7swSA",0
"BREAKING: I’m declaring a State of Emergency for New Jersey amid an outbreak of COVID19. We’ve been ahead of the curve in terms of our preparations, and this declaration will help keep us there. For more information, visit https://t.co/UyohzX5yGk https://t.co/ACoJrkLgJm https://t.co/9gINlZKB1f",1
"Now that republicans have decided that Covid-19 isn’t a hoax because some of them are getting it, they’ve decided to try to blame the disease on the Chinese who have suffered horribly.",1
"Dr Ron Daniels, senior ITU consultant, points out an inescapable truth: “We have half as many intensive care beds per capita as Italy does.” Whatever @borisjohnson may claim, a decade of brutal, unrelenting NHS underfunding leaves us woefully ill-prepared for #COVID19. https://t.co/8JJPxEpJgZ",1
"#coronavirus Italy update: Codogno, the first town to face lockdown about three weeks ago, just reported that the number of new infected patients has reached 0. The lockdown works: the draconian measures imposed on the area made this happen in just a few weeks.",1
"Personally, I feel like we should replicate this in England. Just scrap the league and rank the teams in alphabetical order, then we can return to normality next season. https://t.co/SYbGsrNAUu",0
Alhamdulillah ✌ #Modi's visit to Dhaka postponed due to countrywide massive protests. They said this discission is for #CoronaVirus but It's absolutely face saving reason. So how's the massive protests modiji? - Fantastic? 😉 https://t.co/5vbLEatvL7,0
"/translation/ ""Doc, what to do to avoid Corona?"" ""Doc, what can we do, we're living in squatters area, we don't have water sometimes, the house is cramped, and also, we can't have a proper meal to eat."" This is the reality. #nCoV19 is still a class issue. https://t.co/mr0ioEumc7",1
Seattle copying Korean drive-thru-testing. “Seattle has turned a hospital garage lot into a drive-through clinic that can test a person every 5 min— results within a day or so. But the idea also about safety— doesn’t put hospital HCWs at risk.” #COVID19 https://t.co/CS3IoDcVx6,1
Thousands have died Coronavirus. The stock market has collapsed. Recession may be imminent. And the so-called President spent the weekend at a Florida golf resort. Pathetic. https://t.co/grWXjpR849,1
"#CoronavirusOutbreak #DontPanicBeCautious It is always good to practice good hygiene!! At Omid Dental here in South Gate, we are prepared to protect our patients!! https://t.co/o9ymrc77i1",0
"Roughly 4000 people have died so far from Coronavirus Global markets in chaos. During 2014/15 Ebola outbreak, roughly 30,000 people died in Liberia, Sierra Leone and Guinea. Markets didn't even notice. The heartbreaking reality of being on the margins of the global economy.",1
"Hanbin worked with the same business group that helped him to get masks for COVID-19 to volunteer at a children's center last year, where they held Christmas parties and he dressed up as Santa.. (im not crying)",1
If it turns out we are immune I’m going straight to Wuhan to roll on the floor https://t.co/hxGzivv80i,0
"When the Seattle researchers found coronavirus in one of the samples, the message from the federal government was: “Stop testing.” https://t.co/MKcOAnS1Hl",1
"Stock market in bad shape, Corona virus causing huge unrest in America. Just curious if Trump supporters ok with President having a political fundraiser today?",1
"Trump’s payroll-tax cut will NOT help hourly wage earners, who would pay NO tax if businesses close, and they can’t work. What’s needed: ▶️Free #coronavirus tests ▶️Free healthcare for #COVID19 ▶️Paid sick leave In a #pandemic, we are only as healthy as the LEAST healthy.",0
COVID-19 cases in the Philippines jumped from 24 to 35 in less than 12 hours. This is seriously ALARMING. Stay safe everyone! https://t.co/bNBFAun6Ju,1
The fact that some parents don't want school to close because of COVID19 because they don't have childcare and some can't afford to replace the school meal their child will miss is all you need to know about America.,0
corona come take me i hate it here,0
That girl was tapping the railing like she was applying a light coat of FENTY Trophy Wife. She looks like she’s never washed a plate in her life. Where’s the vim?? https://t.co/8XULpwjY19,0
All of us in January when we learned about corona virus... https://t.co/E9oJ7VBRsB,0
"Trump is running a governmental shell game, a rigged round of three-card monte. He’s set up his folding table on America’s street corner, continues to steal our money, siphoning it into Mar-a-lago and otherwise leaving ailing Americans to fend for themselves. https://t.co/PnJMh4416i",1
Marikina is and will always be the superior city in Metro Manila https://t.co/NxmLtxGPhm,0
Seems like this virus attacks people with no melanin. Haven't seen a black person who caught the virus. I guess the ancestors are finally fighting back. #CoronavirusOutbreak,1
"#Coronavirus All of us need to be careful but there is no need to panic. On the other hand, let's not be complacent either. Accept this challenging situation &amp; see how you can use it constructively. Perhaps, Nature wants everybody to slow down a little from the rush they are in.",0
Influenza B has killed 136 US children this year. COVID-19 has killed ZERO children this year. ZERO schools have been closed to stop the spread of Infuenza B - a known child killer. Schools everywhere are being closed to stop COVID-19 - a virus which does not kill children.,1
"A friend got suddenly sick after flying, with all the #coronavirus symptoms. He called the hotline in NYC and was told in order to even *find out where to get tested,* he has to have ALL of these: 1) cough too uncontrollable to speak 2) difficulty breathing and 3) fever &gt; 102",0
"Gov. Polis declared a state of emergency in CO and will make sure service industry folks get paid sick leave, is demanding out of pocket testing costs be waived and is opening up a drive-up testing facility. This is how it's done. #CoronavirusOutbreak https://t.co/r5tooDYgl2",1
A frustrated doctor eventually told us that my spouse didn't qualify for COVID19 testing. Though we had been in Paris last week and spent time in airports and on planes with international travelers...and now my spouse had a fever...we don't meet the testing criteria.,1
"Trump's ex-homeland security adviser is pleading publicly for more urgent govt action, calling covid-19 a ""fire that threatens to burn out of control"" and overwhelm US hospitals in 10 days VP Pence just opened WH meeting w/health insurance companies by praising Trump's response",1
"To all of you panic-buying over coronavirus, two small requests - please don't - buy something for your local foodbank instead https://t.co/EEeSlyHqgQ",0
"After months of screwing up COVID-19 planning, then weeks of laughing and lying about it, conservatives are starting to throw in the towel with a new approach: make up a name to appeal to their supporters xenophobia and racism. And then attack Dems for not using the fake name....",0
"Breaking: Congress prepares to shutter Capitol Hill for coronavirus, opens telework center https://t.co/dShkLVPmFO",1
For the average American the best way to tell if you have covid-19 is to cough in a rich person’s face and wait for their test results,0
Can y’all please just follow the government’s instructions so we can knock this COVID-19 out and be done?! I feel like a kindergartner that keeps losing more recess time because one or two kids can’t follow directions.,0
No offense but the corona virus disappearing before April actually sucks,0
"This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London. I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3",1
"Yesterday I knocked on my Tennant's door and told him he can stay in the property rent free for 5 months. He is self employed with 4 kids. I don't need Boris to tell me what is morally correct. Landlords, if you can, do more, do something. #COVID19 #BeNice",0
"After COVID-19 is over, I better NEVER hear anyone trash “low end” workers again. Those people at the grocery store, the Dollar General workers, those fast food workers, the Walmart employees, those people you didn't even think deserved to have a wage to survive on?",0
This is Dr. Usama Riaz. He spent past weeks screening and treating patients with Corona Virus in Pakistan. He knew there was no PPE. He persisted anyways. Today he lost his own battle with coronavirus but he gave life and hope to so many more. KNOW HIS NAME 😭❤ https://t.co/flSwhLCPmx,0
fun fact: its tradition for europeans to spread a potentially fatal disease to every other country not fully inhabited by white people &amp; not take accountability for the subsequent devastation &amp; lives lost,0
When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apocalypse in 2020,0
So shortness of breath is a corona symptom right but you know what also gives me shortness of breath? Anxiety. And you know what has been giving me anxiety? Thinking I have corona.,0
"So, the last week I have been battling COVID-19 &amp; Pneumonia. Never in my life have I been this ill. “Young people aren’t at risk, they’ll only have mild symptoms” Wrong. I want to open up about the difficulties I’ve gone through these past days, what it was like in the ICU...",1
My mum has a PhD on Corona Virus from WhatsApp University,0
He told wealthy friends. Then cashed out a cool $1.4m in stock. Then voted AGAINST the covid-19 relief bill. He needs to go,1
Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 test-kits per week - https://t.co/DpJCph9RT7,1
"tw suicide, COVID-19 Hey, so, um, there's a big elephant in the room right now. COVID isn't the only epidemic happening right now - and it's come at a bad, bad time. Not that there's ever a good time. There's a mental health epidemic happening, and we're gonna start seeing-",0
Celebrities keep trying to sing the virus away like this is a Disney movie or something,0
maybe if i develop feelings for covid-19 it will leave,0
"THREAD: I mostly talk about movies on here, but here goes. We are currently pivoting our factory to solely make surgical masks and other medical garments in short supply. We can make 2 million masks a day, and are looking to help in any way possible during this time. #COVID19 https://t.co/dOX7N3e1GJ",1
My mans House would pop 6 Vicodin on Thursday and have that cure by Saturday morning.,0
"I did almost everything right. Worked at home. Saw one friend in the last 10 days. Had a beer for an hour outside a pub, either side of a big table. Fresh air, no contact. Washed my hands 3 times. Still caught corona from him. Do not fuck around with this thing.",0
I do not understand how mcdonalds can serve two billion hamburgers every year but when I order five million at the drive thru it overwhelms the system,0
Bro China is out here reading niggas power levels and we cant even get adequate testing 🧐,0
When this corona shit is over please invite me out. I know I be flaky sometimes but my ass is going to come outside I promise lol,0
"Y’all miss your ex, I miss life without the corona virus",0
"Please don't take hydroxychloroquine (Plaquenil) plus Azithromycin for COVID19 UNLESS your doctor prescribes it. Both drugs affect the QT interval of your heart and can lead to arrhythmias and sudden death, especially if you are taking other meds or have a heart condition.",1
Day 5: We have rediscovered farming,0
This Corona virus will pass by mid April !! Speaking it into existence,0
Thank you everyone for your incredible messages of support and encouragement.♥️ Many of you asked what it was like in the ER right now. I want to share a bit with you. Please RT: A Day in the Life of an ER Doc - A Brief Dispatch from the #COVID19 Frontline:,0
"My fellow citizens, THERE IS ABSOLUTELY NO NEED TO PANIC. Essential commodities, medicines etc. would be available. Centre and various state governments will work in close coordination to ensure this. Together, we will fight COVID-19 and create a healthier India. Jai Hind!",1
Dogs when they found out their owners can’t leave because of the corona virus https://t.co/ciwmNz0q36,0
no.. one... cleans like Gaston quarantines like Gaston no one stops spreading COVID-19 like Gaston,0
"This is why the beaches haven't closed in Florida, and why they've had minimal COVID-19 prevention. Absolute dysfunction. https://t.co/8x2tcQeg21",1
My new favourite thing is Italian mayors and regional presidents LOSING IT at people violating quarantine. Here's an eng subtitled compilation. “I hear you wanna throw graduation parties. I'm gonna send the police over. With flamethrowers.” #Covid19 #coronavirus https://t.co/NbYuWePIVt,0
"COVID-19 Finally, some sensible advice from a Nurse “What I have seen a lot of are recommendations for how to try to avoid getting coronavirus in the first place -- good hand washing, personal hygiene and social distancing -- but what I have NOT seen a lot of is advice for...",0
"Corona Virus isn't real, the government just wants everyone inside for two weeks so they can change the batteries in the birds.",0
day 6 of quarantine: my dad gave a talk to the cats about covid-19 😭😭😭😭😭😭😭😭 https://t.co/mLdFXzcE2P,0
This is Generation Z. I want to name that because folks love calling everybody 40 and under Millennials. Millennials are not at Spring Break. Millennials are at home yelling at their Boomer parents who won’t sit still because they have “faith over fear”.,0
“hey guys happy self quarantine. The corona virus is a real thing.” wow I had no idea! thanks Kylie! https://t.co/gfPNwVFH3e,0
"The World Health Organization warns young people: “You are not invincible.” COVID-19 could “put you in hospital for weeks, or even kill you. Even if you don’t get sick, the choices you make about where you go could be the difference between life and death for someone else.”",0
This man hospital bill bout to be so much.,0
Video of a hospital in Spain. Watch it. Watch it again with the volume up. Now cancel that brunch. Postpone that coffee meet-up. Rain check that dinner with friends. Sucks doesn’t it? But not as hard as this 👇 #COVIDー19 #coronavirus #StayAtHome https://t.co/LM9BnFQf3E,0
When you’re a goalkeeper... and an only child... in self isolation... and trying to keep up with your training... 😂😂came up with this himself! I’m so impressed. #coronavirus #StayHomeStaySafe https://t.co/FFzJ1LE3N1,0
"Covid-19 might be big, but I just want to remind y’all that our God is BIGGER.✨",0
CDC just announced that corona can be spread via Instagram story challenges :-/,0
"Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q7MpbpES8",0
Anybody else just randomly yell “Corona Virus” in Cardi’s voice ?,0
"These workers need protection, healthcare, and sick pay—regardless of citizenship status. Their services are ESSENTIAL and there needs to be more aggressive dialogue around this issue. WHAT WOULD LIFE LOOK LIKE WITHOUT THEM? I don’t want to know!",0
me: h- my mom with her phd in corona virus after graduating from whatsapp threads: https://t.co/msWK8DKN2G,0
Check out BTS’ message of hope to overcome COVID19 by looking after each other! We invite Son Heung-min to continue the message!https://t.co/FYtSkDvwjs #StayConnected #StayStrong_ARMY #힘내세요_아미 #우리의응원을이어주세요 #BTSLoveMyself #ENDviolence,0
White People: COVID-19 Black Folks: the RONA Gay People : Miss Rona 😭☠️,0
corona sis you leaving by may right? https://t.co/vwDdLhmAwz,0
wow...taken this morning....never seen Vegas this empty before tbh #coronavirus https://t.co/9YbvuimUX2,0
"There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (including me) complaining of what we now know as the symptoms for corona.",1
"So, due to COVID-19 fucking everything up, i thought 'Why dont we have a Twitter prom?' So, without further ado, i invite you all the My twitter prom! You can ask someone to go with you as a friend or as a partner. The prom will be held on the 25th of March. Interact to join!",0
Batman bussing tables now. Times is hard.,0
From this to this https://t.co/DzPYqg6ile,0
"Today we lost 2 colleagues, A young adult cardiology fellow &amp; a medical oncologist due to COVID-19 . We pause to pray for them, And yet this war is just starting, with no end in sight! We ask for your prayers We ask our politicians to help and aggresively act for support!",0
China has 24 times more people than Italy...,0
"After this is all over, please remember in future job interviews to ask them what their company did to protect their employees with regards to the global COVID-19 situation. Can't be risking working for wayward companies.",0
my flintstones gummies from 15 years ago fighting coronahttps://t.co/wHeBEN1Mos,0
Iceland tested its entire population. Read that again: ITS ENTIRE POPULATION.,1
"Hi. Yes, it originated in China, but the technical term is Covid-19 Your mom originated from the back of a Buick Skylark, but we call her Judith Don’t be mean.",0
Dominican Republic found the cure for Covid-19 😭 https://t.co/1CfA162Lq3,0
Y’all had the gummies? I was eating that pure ROCK we ain’t built the same,0
The epidemiologist who helped eradicate smallpox says Trump’s early handling of COVID-19 is “is the most irresponsible act of an elected official that I've ever witnessed in my lifetime.” https://t.co/4XBSIumeBL,0
Here’s a useful summary of the current best thinking among public health experts on how we need to approach the fight against COVID-19 in the coming weeks. https://t.co/7cy71sKLVG,0
celebrities making singing videos as corona virus now tops over 230k cases worldwide https://t.co/HPVjPn2fso,0
"Every Senator that did insider trading after that COVID-19 briefing should immediately resign. Yes, that applies to both parties.",0
ICE pretended to be doctors. There are no fucking words. Please donate if you can,1
Bro idk what’s going on but I agree with them. Fuck mini coopers. Small ass cars always looking like a parking spot until you get closer.,0
Our medical professionals are heroes putting their lives on the line to keep our country going. Here's a look at how an ER doctor who already fought on the front lines of one crisis makes it through a day in this one. A good reminder for us to help them out by staying home.,0
"president of Slovakia showing up in her corona drip, hand-tailored matching fabric surgical masks..... impeccable https://t.co/PgZB1YvuDs",0
This episode of Black Mirror is too fucking long,0
This is for CORONA you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your trifflin dirty white racist ass you big fat bitch oompa loompa body ass bitch I'm coming up there and I'm gonna beat the fuck out of you bitch,0
Bro these the only 3 songs I’m hearing on my TL 😂 lord take this corona away now! https://t.co/trrMoNBfUa,0
"Not all heroes wear capes, sometimes they just wear blanket then netflix n chill for 2 weeks",0
me to corona after finding out she infected harvey weinstein https://t.co/OQVMA6bHk7,0
"Germany is conducting 160k Covid-19 tests a week. It has a total 35k ventilators, 10k ordered to be made by the govt. It has converted a new 1k bed hospital in Berlin. It’s death rate is tiny bcos it’s mass testing allows quarantine and bcos it has fewer non reported cases.",1
"Breaking: A child under the age of 18 has died of coronavirus in Los Angeles, public health officials announce, in what is believed to be the first child death from the virus in the US. “A devastating reminder that COVID-19 infects people of all ages,” LA health official says.",1
Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona https://t.co/jKyFMOQO5a,0
Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....,1
everyone coming out of corona as barista,0
".@realdonaldtrump just said: “if it were up to the doctors, they'd shut down the entire world.” Actually, if it were up to us, we'd save as many people as possible. We would follow the science &amp; evidence. We would never put politics ahead of the public's health #covid19",1
"One of my coworkers died today from #COVID19. Not much older, great guy. We were just sitting together a couple weeks ago, talking about whatever. The next time I saw him, he was admitted to the ICU. And that was the last time I saw him. My whole body feels numb. 💔",0
If you told me on New Years that within 3 months of 2020: -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer I would’ve legitimately thought the world was ending.,0
"ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good, provide them strength to go through it. 💌",0
"One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think? 🙌",0
THREAD: There’s a strong and understandable desire to return to better times and a functioning economy. But it should not be lost on anyone that there's no such thing as a functioning economy and society so long as covid-19 continues to spread uncontrolled in our biggest cities.,0
"Mitch abandoned bipartisan work on the COVID-19 bill, then tried to pass a no-strings attached corporate bailout that didn't sufficiently help health care workers, first responders, and working class families. Focus on the PEOPLE, @senatemajldr, not Wall Street.",1
"Trigger warning. This man was too afraid he’d infect his family and thought he wouldn’t get proper treatment because they’re poor so he just took his own life. THE GOVERNMENT NEEDS TO ASSURE FILIPINOS THAT WHEN THEY GOT THE VIRUS, THEY CAN GO TO A HOSPITAL &amp; BE TREATED FOR FREE!",0
"This is my mom. She’s my hero. She’s a 60 year old primary care physician testing patients for #COVID19. She is putting her health on the line to test patients, get them the care they need, and do what she can to prevent community spread and the overburdening of our hospitals. https://t.co/zRjppSxpPn",0
Exactly one month ago Italy found its first case of #coronavirus. I’ll tell you what happened in only one month. I hope you can learn from our mistakes.,0
This is RITM Director Dr. Celia Carlos who was allegedly unjustly removed from her position because she refused to prioritize the processing of COVID-19 tests of asymptomatic politicians and other VIPs over patients with symptoms. RESPECT! #JusticeforDrCarlos #NOtoVIPTesting https://t.co/8dIzFxe9vH,1
"To be clear, Sen Loeffler not only dumped stock, illegally using non-public information (allegedly), she used the proceeds to buys stock in a TELEWORKING SOFTWARE company, profiting off the #COVID19-induced collapse of the economy.",1
"Texas, NY, &amp; Cali are the 3 largest states. Cuomo &amp; Newsom are aggressive, *knowing* what's to come. In Texas, Greg Abbott is “fake coughing” to a reporter's questions, and Sen Cornyn is tweeting Corona beer pics 2 weeks from now my state will be a dystopian rodeo. Book it.",1
"I hear unfounded rumors about NationalGuard troops supporting a nationwide quarantine. Let me be clear: There has been no such discussion. ... For news about the great work the Guard IS doing to support the Covid_19 response, click the link. #COVID19https://t.co/JZROM4xfF9",1
FRIENDS. The stuff about nature healing and wildlife returning because of COVID-19 is fake. https://t.co/IlVdiSdlun,1
"⚠ Due to the large amount of speculation regarding #COVID19, this is a reminder to rely on OFFICIAL sources for accurate information. Help control the spread of rumors by sharing this page:https://t.co/12GySEYYXV https://t.co/MJI3xTDpVs",0
"Be vigilant for misinformation, rumors, and factual errors. Go to trusted sources for information about COVID19! https://t.co/1djjKRuU5I",0
"Reminder that two Republican senators were implicated this weekend in an insider trading scandal, selling millions in stock while telling voters COVID-19 was a hoax. Neither Republican has resigned.",1
Fox News claims it never called COVID-19 a hoax. Let's check the receipts. https://t.co/7NgmdaoGbQ,1
Remember when the Chairman of the Senate Intelligence Committee enriched himself through stock trades off of inside information about the danger of COVID-19 while his Party told people it was a hoax to get Trump?,1
"Voice notes, broadcasts &amp; images are being shared on Whatsapp and other platforms with FAKE NEWS These messages are developed with the intent to cause fear &amp; panic Please disregard messages that are not signed by official sources https://t.co/zQrpNeOfet #COVID19 https://t.co/07fsRA2ny5",1
"Gee, if COVID-19 isn’t a hoax after all, is it possible climate change isn’t either? Should we perhaps learn something from this crisis, believe scientists, and avoid getting caught flat-footed next time?",0
"At 8:00 pm today local time in Wuhan. See how few lights there are? One can fake the numbers, but can’t fake the fact that only a few apartments are still lit up. Where have people gone? #CCPVirus #COVID19ON #coronavirus https://t.co/VBevAqy0XC",0
This is unbelievable. It reportedly took Macron's threat to close the UK border for Boris Johnson to finally shutdown bars and restaurants. The Elysee refers to UK policy as 'benign neglect'. This failure of leadership is costing lives.,1
Things the GOP has done during the Covid-19 outbreak: - Illegally traded stocks - Called it a hoax - Blamed it on China - Tried to bailout big business without conditions What they haven’t done: - Help workers - Help small businesses - Produced enough tests or ventilators,1
"BREAKING: @MBuhari’s Chief Of Staff, Abba Kyari, Reportedly Sick, Suspected Of Contracting Coronavirus | Sahara Reporters A top government source told SR on Monday that Kyari has been seriously “down” since returning from a trip abroad. READ MORE: https://t.co/Acy5NcbMzQ https://t.co/kStp4cmFlr",1
3/16: ron paul publishes article calling corona a hoax 3/22: ron paul's son tests positive for corona https://t.co/KkzdgrsigP,1
"Rumours are no less infectious than coronavirus ! This looks like a meticulous list, but a fake one too! Please note that no such directions have been given by @CPMumbaiPolice . In case of any doubt, please #Dial100 or tweet to us! #TakingOnCorona https://t.co/EQcHWGa0rU",0
"As we saw over the wkend, disinfo is being spread online about a supposed national lockdown and grounding flights. Be skeptical of rumors. Make sure you’re getting info from legitimate sources. The @WhiteHouse is holding daily briefings and @cdcgov is providing the latest.",0
".@realDonaldTrump, dear Lord—please step up and be a leader. While you have been yammering about hoaxes and fake news, the COVID-19 pandemic has hit all over America. @GovPritzker and others have filled this country’s leadership gap. Lead or get out of their way.",0
